Supplementary Table S6: gene expression profile (FPKM) of mouse across 17 tissues																																																																						
gene_id	gene_short_name	gene_type	mAg_F_815	mAg_F_831	mAg_M_783	mAg_M_799	mBr_F_812	mBr_F_828	mBr_F_848	mBr_F_850	mBr_M_780	mBr_M_796	mBr_M_844	mBr_M_846	mFs_F_823	mFs_F_839	mFs_M_791	mFs_M_807	mHe_F_818	mHe_F_834	mHe_M_786	mHe_M_802	mKi_F_814	mKi_F_830	mKi_M_782	mKi_M_798	mLi_F_813	mLi_F_829	mLi_F_849	mLi_F_851	mLi_M_781	mLi_M_797	mLi_M_845	mLi_M_847	mLin_F_825	mLin_F_841	mLin_M_793	mLin_M_809	mLu_F_817	mLu_F_833	mLu_M_785	mLu_M_801	mMu_F_826	mMu_F_842	mMu_M_794	mMu_M_810	mOv_F_820	mOv_F_836	mSin_F_824	mSin_F_840	mSin_M_792	mSin_M_808	mSp_F_816	mSp_F_832	mSp_M_784	mSp_M_800	mSt_F_822	mSt_F_838	mSt_M_790	mSt_M_806	mTe_M_788	mTe_M_804	mTh_F_819	mTh_F_835	mTh_M_787	mTh_M_803	mUt_F_827	mUt_F_843	mVg_M_795	mVg_M_811
ENSMUSG00000081592	Gm11936	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081593	Gm11841	processed_pseudogene	0.1636	0.0608	0.1814	0.1958	0.0793	0.1571	0.2541	0	0.1409	0.2673	0.0712	0.4434	0	0	0	0.0604	0	0.044	0	0.0756	0.0706	0	0	0.0637	0	0.0573	0	0	0	0	0	0	0	0	0	0.1615	0.1292	0	0	0	0.0611	0	0	0.0446	0.1401	0.456	0	0	0	0	0	0	0.0615	0.0631	0.0587	0.19	0.163	0.1518	0	0.2659	0.067	0	0.2183	0.2411	0.066	0	0	0
ENSMUSG00000081594	Gm15467	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552	0	0	0	0	0	0	0	0.3892	0	0	0.3247	0	0	0	0	0	0	0
ENSMUSG00000081595	Gm13036	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081596	Gm15968	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5767	0.4216	0.1191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081597	Gm14506	processed_pseudogene	0	0	0	0	0	0	0	0.2837	0.3024	0	0	0.2701	0	0.3359	0	0	0.2875	0	0.1908	0	0	0	0	0.2968	0	0	0	0	0	0	0	0	0	0	0	0	0.2636	0	0	0.2152	0	0	0	0	0	0.3624	0	0	0.4661	0.2292	1.0628	1.2642	0.2595	0.5361	0	0	0	0	0	0.3643	0.553	0	0	0	0	0	0.8407	0.253
ENSMUSG00000081598	Gm8312	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081599	Gm14390	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1088	0	0
ENSMUSG00000081600	Gm12286	processed_pseudogene	0	0.1324	0	0	0.3548	0.3485	0.5483	0	0	0.1472	0.1532	0	0.1534	0	0	0	0.4386	0.2198	0.094	0.0924	0.3208	0.3847	0	0.1447	0	0	0.27	0.2479	0	0	0.1388	0.3611	0	0.5826	0.231	0.2351	0.1435	0	0.1253	0	1.142	1.013	0.6694	0.8223	0	0.2002	0.2313	0.3231	0.1193	0.1177	0	0	0	0.1339	0.1333	0.2175	0	0	0.3286	0.4001	0	0.6148	0	0.2641	0	0	0	0.1321
ENSMUSG00000081601	Gm13065	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081602	Gm15369	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5863	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081603	Gm14681	processed_pseudogene	1.2362	0.6366	1.3496	1.1002	0	0.4176	0.7119	0.361	0.3976	0.3856	0	0	1.0205	0.8237	1.0216	0.6014	0.3528	0	0.4712	0.6665	0.3746	0.4609	0.3907	0	1.4182	0.3334	0	0.3401	0.3461	0.3892	1.0895	0	0.3367	0.7141	1.1674	1.1805	0.9971	0.6645	1.4465	0	0.6392	0.6231	0	0.2225	1.034	3.1194	0.3001	0.7922	0.9047	0.294	0.3327	1.5592	2.585	1.6077	0.6026	0.9386	0.8912	1.1385	3.5364	3.2112	2.0389	2.7719	1.5103	1.5362	2.356	4.7366	0.7437	0.3341
ENSMUSG00000081604	Gm11518	processed_pseudogene	0	0	0.4204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4012	0	0	0.4452	0.3565	0	0	0	0	0	0.4408	0	0	0	0.462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6171	0	0	0	0	0	0
ENSMUSG00000081605	Gm15953	processed_pseudogene	0.1778	0.2625	0.1962	0.2863	0.086	0.2551	0.2034	0.4958	0.2258	0	0.1519	0.2013	0	0.1871	0.0735	0	0.1334	0.0996	0	0	0.0779	0	0	0	0	0.0626	0	0	0.1251	0.2039	0	0.1167	0.0691	0.145	0	0.2317	0.14	0.0488	0.1825	0.172	0.0692	0	0.1133	0.1509	0.1498	0.392	0.0584	0.0809	0	0	0.2093	0.1981	0.0656	0.3386	0	0.2148	0	0	0.1597	0.291	0.4269	0.3964	0.0777	0.2569	0.1423	0.46	0.0776	0
ENSMUSG00000081606	Gm9059	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.1565	75.3411	0	0	0	0	0	0	0	0
ENSMUSG00000081607	Gm15294	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081608	Gm16210	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3092	0	0.6684	0	0	0	0	0
ENSMUSG00000081609	Gm12939	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081610	Gm13733	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081611	Gm13651	processed_pseudogene	0	0	0	0.1296	0	0	0	0.254	0.1339	0	0	0.1217	0	0.31	0	0	0	0	0	0.0874	0.1321	0	0	0	0	0	0.1304	0	0	0	0	0.116	0	0	0.1045	0	0	0	0.108	0	0.1401	0	0	0	0	0.1644	0.2073	0	0.1057	0	0.1205	0	0	0	0	0	0	0	0	0	0	0	0	0.1128	0.3694	0	0	0
ENSMUSG00000081612	Xlr5e-ps	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081613	Gm12109	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081614	Gm9436	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081615	Gm12539	processed_pseudogene	0	0	0	0	0	0	0.1083	0	0	0.1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081616	Gm14247	processed_pseudogene	0	0	0	0	1.7547	0	0	0	0	1.526	1.5081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081617	Rps13-ps7	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081618	5033423K11Rik	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4603	0.3478	0.1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081619	Gm13351	processed_pseudogene	0.5648	0	1.3442	0.4748	0	0	0	0	0	0.9816	0	0	0	0	0.4814	0	0	0	0.3051	0.301	0.4873	0.5889	1.0005	0.471	0.4566	0	0	0.4098	0	0	0.4395	0.3906	0	0	0.3814	0.775	0.8917	0.3075	1.9595	1.8388	0	0.5206	0.8146	0	0.9864	0	0	0.5154	0	0	0.9225	0.8782	0	0	0	0	0.6042	0	1.6654	1.3335	0.9725	2.0079	2.128	1.3112	0	0	0	0
ENSMUSG00000081620	Gm14633	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3648	0	0	0	0	0.2975	0	0	0	0	0	0.3752	0	0	0	0	0	0	0	0	0	0	0	0.4415	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081621	Gm12793	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081622	Gm5937	processed_pseudogene	0.2189	0	0	0	0.2188	0	0	0.3765	0	0	0	0	0.3763	0	0.1812	0	0	0	0.1052	0	0	0	0.1937	0	0.1845	0	0	0	0	0	0	0	0.1751	0.1868	0	0.3021	0.1784	0	0.1541	0.4402	0	0	0.1167	0	0	0.4854	0	0.2148	0.1588	0.1552	0.1772	0	0.3421	0.1736	0	0	0	0	0.6243	0	0	0	0	0.3264	0	0	0	0
ENSMUSG00000081623	Gm8809	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081624	Gm6912	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081625	Rps12-ps7	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081626	Gm14369	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081627	Gm13158	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081628	Gm14804	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081629	Eif3s6-ps1	processed_pseudogene	0	0	0.8241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5432	0	0.4548	0.4302	0	0	0.4205	0	0	0	0	0	0	0	0	0	0	0	0.3277	0	0	0	0	0	0	0.3502	0	0	0	0	0.393	0	0	0	0	0	0	2.4286	1.1238	0.864	0	0.4762	0	0	0	0	0.3737
ENSMUSG00000081630	Gm11498	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081631	Gm12005	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.551	0	0	0	0	0	0	0	0	0.4109
ENSMUSG00000081632	Gm11443	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081633	Gm8522	processed_pseudogene	0	0	0	0.0606	0	0	0	0	0	0.0628	0	0	0	0	0	0.0525	0	0	0	0	0.0601	0	0	0	0.0591	0.1106	0.0614	0.0568	0	0	0	0.1099	0	0	0	0	0	0	0.0492	0	0	0	0.0471	0	0	0	0	0	0	0	0	0	0	0.0569	0	0	0	0	0.1322	0	0	0	0.0634	0	0	0	0	0
ENSMUSG00000081634	Gm13621	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081635	Gm15071	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0718	0	0	0	0
ENSMUSG00000081636	Gm15901	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081638	Gm14594	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0132	3.0808	0	0	0	0	0	0	0	0
ENSMUSG00000081639	Gm14973	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081640	Rplp0-ps1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	2.3967	0	1.1483	1.3107	0	0	0	0	0.3522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1086	0.1358	0	0	0	0	0	0	0	0	0	0	0	0.1568	0	0	0	0	0.2341	0	0.1857	0	0	0	0	0	0	0	0	0	0.1437
ENSMUSG00000081641	Gm9439	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081642	Gm13532	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	1.0574	0	0	1.1339	0.9452	0	0	0	0	0	0	0	0	0	0	0	0	1.1232	0	0	0	1.0764	0	0	0.9221	0	0	0.9119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0871	0	0	0	0	0	0	2.1891	1.5218	0	0	1.1129	0	0	0
ENSMUSG00000081643	Gm11605	processed_pseudogene	0	0.2371	0	0.5163	0	0	0	0.2567	0	0.2631	0	0	0	0.3259	0.2608	0.231	0	0	0	0.1761	0	0.6864	0	0.5269	0	0	0	0.2266	0	0	0.2501	0	0.497	0.5253	0.4163	0.2122	0	0	0.2157	0	0	0	0	0	0	0.352	0.8319	0.2886	1.0662	1.0537	0	0.4697	0.2333	0.4739	0.6835	0	0.6363	0	0	0	0.5184	0.7165	0.2812	0.4651	0	0.6658	0.2584	0.2302
ENSMUSG00000081646	Gm15060	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081647	Gm13022	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9591	0	0	0	0	0	0	0	0	0	0	0	0.9191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081648	Gm13423	processed_pseudogene	0.1319	0	0	0	0.4047	0.1391	0.2479	0.1237	0	0	0.1382	0.1207	0.3573	0	0	0.106	0.0975	0.0759	0.0656	0.1315	0.1146	0.2813	0.1216	0.2437	0	0	0.1295	0	0	0	0	0	0	0	0.399	0.1016	0.2265	0.1518	0.3926	0.1906	0.1753	0.0823	0.1389	0	0.1177	0.1514	0	0	0	0.1018	0.114	0.5398	0.114	0.2299	0.2002	0.1589	0.1495	0	0.2793	0.3157	0.2353	0.3112	0.1288	0.1052	0.1153	0	0.2658	0.1175
ENSMUSG00000081649	Olfr213	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081650	Gm16181	protein_coding	1.1781	0.2868	0.8934	0.317	0.3839	0	0.6056	0	0.3425	0	1.3432	0.3043	0.3322	0	0.3286	0	0.3367	1.0341	0.6554	1.0571	0	0	0	0	0	0	0.3	0	0	0	0.303	0	0	0.3221	0.5151	0.5279	0.6207	0.2105	0.5488	0.5045	0.4035	0.8539	0.3224	0.5872	0	0	0.5073	0	0.2561	0.2546	0.6197	1.1715	0.5888	0.298	0.8417	0	0.7952	0.3617	0.3629	1.2923	1.3236	0.4564	0.3594	1.1863	0.3245	1.2714	0.627	0.5686
ENSMUSG00000081651	Gm15530	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081652	Gm14283	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9768	0	0
ENSMUSG00000081653	Gm11354	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081654	Gm5383	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081656	Gm11246	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081657	Gm15466	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6195	0	0	0	0	0.4725	0	0	0	0
ENSMUSG00000081658	Gm12077	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081659	Gm14917	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0743	0	0	0.062	0	0	0	0	0
ENSMUSG00000081660	Gm11787	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1002	0.2302	0.157	0	0.3826	0	0	0	0	0.1213	0	0.1005	0	0.1019	0.1001	0.2314	0.2188	0.4525	0.1158	0	0.1722	0	0	0	0	0	0	0	0	0.2363	0.1533	0	0.1154
ENSMUSG00000081661	Gm14450	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081662	Gm14098	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2068	0.195	0.6098	0.2031	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081663	Gm11207	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3828	0.3795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081664	Gm15544	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0.1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0884	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1334	0	0	0	0	0	0	0.1014	0.0888
ENSMUSG00000081665	Gm15922	unprocessed_pseudogene	0	0.2398	0.0622	0.0675	0	0.075	0	0	0	0	0	0	0	0.1661	0	0	0	0	0.1004	0.1965	0	0	0	0.0684	0	0.1226	0.3293	0	0	0.2046	0.0661	0.1174	0	0.0671	0	0	0.5616	0.2149	0.3902	0.4113	0.0816	0	0.0686	0	0	0.0868	0.0536	0.2219	0	0.0536	3.963	3.969	3.3717	2.8287	0	0	0.0839	0	0.0721	0.0859	0	0	0.0707	0.1167	0.1299	0.084	0	0
ENSMUSG00000081666	Gm11677	processed_pseudogene	0	0	0	0	0	0	0	0.1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
